ID_Posting,ID_Posting_Parent,ID_GodotObject,createdAt,p_merged_text,sentiment,overal_sentiment
1052008955,-1,2000116305030,2020-03-30 11:05:18.577,werden Politiker Hals sagen machen Spaß Hals sagen,0.070575,0.070575
1052009166,-1,2000116305030,2020-03-30 11:07:15.303,dramaturgisch hinauszögern Beginn -- schein e mittlerweile merken trottel Teil Show,0.0,0.0
1052009456,-1,2000116305030,2020-03-30 11:09:40.700,tutsn geben schliesslich Leute ewig Zeit arbeiten müssen traurig,0.0,0.0
1052010131,-1,2000116305030,2020-03-30 11:15:16.137,Wort herumschwurbeln Demonstration,0.0,0.0
1052010246,-1,2000116305030,2020-03-30 11:16:16.293,gehören prinzipiell verbieten user Vielfalt Angebot überfordern Pflicht staates Schutzbedürftigkeit Bevölkerung gewährleisten Datenhandel,-0.14024615384615385,-0.14024615384615385
1052010403,-1,2000116305030,2020-03-30 11:17:08.847,Vermummungsverbot aufheben zwink,0.0,0.0
1052010694,-1,2000116305030,2020-03-30 11:18:56.180,übergeben verkaufen,0.0,0.0
1052010747,-1,2000116305030,2020-03-30 11:19:15.730,geben sollen tragen,0.0,0.0
1052010853,-1,2000116305030,2020-03-30 11:19:55.847,Geschwafel genau drei Punkt zusammenfassen gut Regierung Bereich finden behandeln klein Kind machen echt Zukunft sorgen ganz,-0.0005647058823529411,-0.0005647058823529411
1052010869,-1,2000116305030,2020-03-30 11:20:00.507,wer Maske_tragen,0.0,0.0
1052011090,-1,2000116305030,2020-03-30 11:21:24.160,sprechen Tom waits,0.0,0.0
1052011239,-1,2000116305030,2020-03-30 11:22:13.233,40 Minute kommen bannerlord,0.0,0.0
1052011494,-1,2000116305030,2020-03-30 11:23:53.833,jemand Plakat drucken dürfen Spruch jemand Sprache sprechen Kogler,0.0,0.0
1052011502,-1,2000116305030,2020-03-30 11:23:57.600,Zeitung Maske picken -- zumal Sonnenfinsternisbrillen,0.0,0.0
1052011731,-1,2000116305030,2020-03-30 11:25:25.903,ja ro Faktor klein 1 liegen,0.0,0.0
1052011977,-1,2000116305030,2020-03-30 11:27:00.437,Schutzmask absolut notwendig Ordnung haben Supermärkt schon 3 Woche sollen,0.0,0.0
1052012028,-1,2000116305030,2020-03-30 11:27:18.190,warum handschuhe,0.0,0.0
1052012065,-1,2000116305030,2020-03-30 11:27:32.550,Httpsmittelmäßigwwwshutupandtakemymoneycomwpcontentuploads202003banebatmanvisionarycoronavirusmemejpg,0.0,0.0
1052012188,-1,2000116305030,2020-03-30 11:28:14.760,schauen gut genau orientieren Schwarzmaler,0.0,0.0
1052012680,-1,2000116305030,2020-03-30 11:31:39.260,kommen Maske verpassen gesetzlich festlegen,0.0,0.0
1052012705,-1,2000116305030,2020-03-30 11:31:54.593,wärst Ankündigungsregierung zuerst Maske Verfügung stellen bevor Maskenpflicht einführen,0.0,0.0
1052012732,-1,2000116305030,2020-03-30 11:32:02.647,anschober einzig brauchbar grüne Seelenverkäufer Truppe,0.0,0.0
1052012881,-1,2000116305030,2020-03-30 11:33:06.797,spätestens 3 Tag Maske Supermärkt,0.0,0.0
1052013049,-1,2000116305030,2020-03-30 11:34:11.020,hören Regierung Message control bla bla,0.0,0.0
1052013092,-1,2000116305030,2020-03-30 11:34:28.663,sein Regierung England USA Brasilien et lieb mal Ernst,0.0,0.0
1052013122,-1,2000116305030,2020-03-30 11:34:40.273,4 Möglichkeit Testinfrastruktur massiv ausbauen statt Tausend Million test durchführen wer gesund Antikörper dürfen arbeiten,0.0005333333333333334,0.0005333333333333334
1052013249,-1,2000116305030,2020-03-30 11:35:39.627,Winter 19691970 hongkonggrippe allein Deutschland 40000 toter geben,0.0,0.0
1052013320,-1,2000116305030,2020-03-30 11:36:16.427,pfiff 2021 wenns brav sein Urlaub,0.0,0.0
1052013321,-1,2000116305030,2020-03-30 11:36:17.690,Kinderverbot Supermärkt sein gut,0.0,0.0
1052013716,-1,2000116305030,2020-03-30 11:38:55.643,gehen sturmhauben,0.0,0.0
1052013962,-1,2000116305030,2020-03-30 11:40:28.107,machen schon Stimmung Gefährder Innenminister,0.0,0.0
1052014199,-1,2000116305030,2020-03-30 11:41:55.520,lange nachdenkpause,0.0,0.0
1052014427,-1,2000116305030,2020-03-30 11:43:04.377,Geburtstagsfeier Pressekonferenz schaffen Man echt schaffen,0.0026666666666666666,0.0026666666666666666
1052014594,-1,2000116305030,2020-03-30 11:44:00.127,planlos ängste schüren,-0.3426666666666667,-0.3426666666666667
1052015173,-1,2000116305030,2020-03-30 11:47:48.327,vielleicht mal arabisch synchronisieren nix ändern,0.0,0.0
1052015209,-1,2000116305030,2020-03-30 11:48:04.110,erster westeuropäisch Land tragen Maske setzen Tschechien westeuropäisch landen,0.0,0.0
1052015604,-1,2000116305030,2020-03-30 11:50:30.630,gerade Bullizei sehen Maske Abstand 1 Meter,0.0,0.0
1052015911,-1,2000116305030,2020-03-30 11:52:17.963,froh Lockerung kommen sehen asiatisch Raum Maskenpflicht gut,0.0,0.0
1052016061,-1,2000116305030,2020-03-30 11:53:15.020,finden gut Lockerung Maskenpflicht geben,0.0,0.0
1052016422,-1,2000116305030,2020-03-30 11:55:56.577,lieben Nullantwort,0.0,0.0
1052016510,-1,2000116305030,2020-03-30 11:56:38.820,Steigerung bewegen klein 10 weit davon entfernt lügen sagenhaft,0.0008888888888888889,0.0008888888888888889
1052016562,-1,2000116305030,2020-03-30 11:57:04.680,gut Stichprobe superwichtig,0.0,0.0
1052016773,-1,2000116305030,2020-03-30 11:58:40.023,90 Minute Geht erst mal Verlängerung corona Bevölkerung,0.0,0.0
1052017151,-1,2000116305030,2020-03-30 12:01:35.307,zufrieden reichts bei Billa jökaren Mund halten,0.0,0.0
1052017159,-1,2000116305030,2020-03-30 12:01:37.823,atv gleich mal pro Überwachung,0.0,0.0
1052017194,-1,2000116305030,2020-03-30 12:01:57.380,Mindestabstand 2 Meter Steuer Dach,0.0,0.0
1052017299,-1,2000116305030,2020-03-30 12:02:45.840,rein privatsphären Jaja kommen rücken,0.0,0.0
1052017537,-1,2000116305030,2020-03-30 12:04:51.393,1 Maske Supermarkt,0.0,0.0
1052017730,-1,2000116305030,2020-03-30 12:06:28.657,joy Pamela plappern gerade Gesundheitsminister live,0.0,0.0
1052018029,-1,2000116305030,2020-03-30 12:08:52.997,Thema Maske Supermarkt wenns Maskenspender neten einbetoniern sicherstellen mitnehmen wissen gelernter österreich Ausgabe bald erledigen,0.0005333333333333334,0.0005333333333333334
1052018239,-1,2000116305030,2020-03-30 12:10:27.287,tatsächlich Grundnahrungsmittel ausschließen,-0.1645,-0.1645
1052018258,-1,2000116305030,2020-03-30 12:10:32.913,froh Mutter Krankenhaus arbeiten klein Anblick Leuten Maske wohnen,0.030311111111111108,0.030311111111111108
1052018784,-1,2000116305030,2020-03-30 12:14:54.793,zeigen wegen Vermummungsverbot aufheben dabei Under zählen e Ausländer Supermarkt warten Polizei,0.0,0.0
1052018899,-1,2000116305030,2020-03-30 12:15:48.397,danken nämlich für verarschen Maskengesichter,0.0764,0.0764
1052019215,-1,2000116305030,2020-03-30 12:18:44.223,Vorteil Ubahn Klagenfurt geben,0.002,0.002
1052019399,-1,2000116305030,2020-03-30 12:20:20.110,prw kompetent bitte Rudi ratlos austauschen,0.0,0.0
1052019759,-1,2000116305030,2020-03-30 12:23:49.193,trotz Ernst Lage passen nachher demokratisch Freiheit wiedergekommen,0.0005,0.0005
1052020243,-1,2000116305030,2020-03-30 12:28:40.253,Neuwahl,0.0,0.0
1052020514,-1,2000116305030,2020-03-30 12:31:27.730,Problem schicken Frau einfach niqab einkaufen,-0.026933333333333337,-0.026933333333333337
1052022237,-1,2000116305030,2020-03-30 12:49:35.070,machen Soro Ungarn lächerlich,0.0,0.0
1052022631,-1,2000116305030,2020-03-30 12:54:11.773,Virus verschwinden,-0.1794,-0.1794
1052022720,-1,2000116305030,2020-03-30 12:55:12.800,empfinden total Verarschung wochenlang sagen werden Maske funktionieren setzen groß Stil Maske versteh warum sagen werden haben Regierung Medium mehr Ehrlichkeit erwarten,0.031618181818181816,0.031618181818181816
1052022736,-1,2000116305030,2020-03-30 12:55:20.020,brauchen generell Maskenpflicht Supermarkt,0.0,0.0
1052022790,-1,2000116305030,2020-03-30 12:55:52.433,Liste reichsen ungern tauchen erstaunlich vieler oben Frdunde erstaunlicherweise oft Zusammenhang gestern Reich werden regen natürlich ehrlich anständig ungern sowas machen gar machen faulen ferngestduerten,0.0,0.0
1052023360,-1,2000116305030,2020-03-30 13:02:29.513,bekommen Maske her,0.0,0.0
1052023598,-1,2000116305030,2020-03-30 13:05:28.803,Bevölkerung werden mehr Monat verharmlosung bombardieren wenigstens Hinsicht mehr Tuch gut,-0.0004363636363636363,-0.0004363636363636363
1052023844,-1,2000116305030,2020-03-30 13:08:34.583,ham soviele Jurist Arbeit investieren Vermummungsverbot kommen einfach unterminieren,0.0008888888888888889,0.0008888888888888889
1052023976,-1,2000116305030,2020-03-30 13:10:15.550,schon jemand Angebot online Bücherei Wien ausprobieren gleich Buch schnappen stehen gerade ausgeliehen werden Ebook bitte möglich ja 1000 mal verleihen,0.0067714285714285715,0.0067714285714285715
1052023993,-1,2000116305030,2020-03-30 13:10:23.083,gleich erster tote Überdosierung USA gabt pk Trump loben,0.06137777777777778,0.06137777777777778
1052024090,-1,2000116305030,2020-03-30 13:11:20.143,Überfall Häufe zwink,0.0,0.0
1052024582,-1,2000116305030,2020-03-30 13:17:33.617,fast großzügig Papst toll,0.0,0.0
1052024652,-1,2000116305030,2020-03-30 13:18:38.550,verstehen schon Kanzler kurz Prognose Verlauf Coronapandemie abgeben möchten Berechnung wohl preisgeben lange Staat restriktiv Maßnahme tatsächlich durchhalen 50 Prozent Betrieb Konkurs gehen befürchten Staat Österreich auseinander fallen,-0.034614285714285715,-0.034614285714285715
1052025591,-1,2000116325081,2020-03-30 13:31:32.077,bei Bäcker Trafiken Apotheke etc Supermärkt,0.0,0.0
1052026690,-1,2000116305030,2020-03-30 13:47:00.787,Johnson Punkt verständlich abzugrenzen vorletzter Zeil,0.0,0.0
1052026752,-1,2000116305030,2020-03-30 13:47:49.857,treffen gehören zugesperren rauchen Entwöhnung schicken,0.0,0.0
1052027664,-1,2000116305030,2020-03-30 13:59:06.330,bedürfen sicher hoch kommen 4 Million Stück pro Tag Österreich rund 4 Million Haushalt abzüglich Deppe Tag einkaufen Gruppe gehen kommen nie Nimmer 4 Million pro Tag bedürfen eher 6 Million pro Woche schätzen natürlich immer,0.00951111111111111,0.00951111111111111
1052027744,-1,2000116325081,2020-03-30 14:00:10.203,scheiße,0.0,0.0
1052027814,-1,2000116305030,2020-03-30 14:00:55.553,Verhüllungsverbot Verhüllungsgebot schnell schlagen leiben,-0.01224,-0.01224
1052027858,-1,2000116305030,2020-03-30 14:01:21.960,kalt windig draußen zumindest Weinviertel grad bei Bauer Milch holen jeglicher persönlich Kontakt Desinfektionsmittel Schal fest Mund wickeln,0.0,0.0
1052029474,-1,2000116305030,2020-03-30 14:22:16.333,toll Maßnahme einfallen lassen obwohl Maske mal vorhanden Nachfrage derzeit groß wirken super durchdachen,0.0,0.0
1052029774,-1,2000116305030,2020-03-30 14:26:33.153,meinen kurz Überwachung Hand Internetdat,0.0,0.0
1052030924,-1,2000116305030,2020-03-30 14:41:46.917,hauptsache gärten Wien öffnen mehr Mensch raus gehen gärten setzen vollkommen verblödet Vorschlag Bürgermeister Gesundheitsstadtrat,0.0,0.0
1052031134,-1,2000116325081,2020-03-30 14:44:43.570,versteh ja nich immer bestellen arbeiten dürfen ganz ehrlich Baulobby dürfen einfach nachgegeben Tausend Mensch anstecken bereits anstecken nie raten kommen,0.0,0.0
1052031283,-1,2000116305030,2020-03-30 14:46:36.473,Lohn Sozialdumping gehen halt gar nix Brüssel,0.0005714285714285715,0.0005714285714285715
1052033129,-1,2000116305030,2020-03-30 15:12:53.613,Hotelier Wirtschaftskammerfunktionär Skiliftbetreiber Anfang März falsch Experte,0.001142857142857143,0.001142857142857143
1052033242,-1,2000116305030,2020-03-30 15:14:24.353,kurz frissen neid,-0.15763333333333332,-0.15763333333333332
1052033243,-1,2000116305030,2020-03-30 15:14:24.573,sehen Tiroler vp erst nächster_Woche kritisch schon seit Jahrzehnt,0.045340000000000005,0.045340000000000005
1052033515,-1,2000116305030,2020-03-30 15:17:13.663,holen bitte inspirieren lassen,0.002,0.002
1052033603,-1,2000116325081,2020-03-30 15:18:09.140,lästig unbedingt notwendig gesetzlich verbieten Gesicht verhüllen ebenfalls verbieten Maske_tragen,0.0,0.0
1052033990,-1,2000116305030,2020-03-30 15:23:52.480,machen lieb hc versenken,0.0,0.0
1052033998,-1,2000116325081,2020-03-30 15:23:54.137,machen Kassa eindeutig klar Geld einzahlen ausbezahlen bekommen,0.0,0.0
1052034289,-1,2000116305030,2020-03-30 15:27:14.830,Dulce et Decorum est,0.0,0.0
1052034719,-1,2000116325081,2020-03-30 15:32:31.123,Supermarkt Maske verteilen Apotheke geben,0.0,0.0
1052034937,-1,2000116305030,2020-03-30 15:35:35.387,laufen Riesenproblem lieben Techniker Firma Entwickler Fabrika habben 2 Woche Dinger nachbauen verkaufen können umsummen bitte machen,0.0,0.0
1052035114,-1,2000116305030,2020-03-30 15:37:41.327,trinken nie pissen,0.0,0.0
1052035176,-1,2000116305030,2020-03-30 15:38:29.310,Heit i irgendwie richtig deprimieren,0.0,0.0
1052035483,-1,2000116305030,2020-03-30 15:42:43.300,Helmut Ersta Wochn Schau ma weiden,0.0,0.0
1052035491,-1,2000116325081,2020-03-30 15:42:46.380,ab verlassen Wohnstätte wieso nämlich Supermarkt schon Apotheke bei Arzt schlicht nachvollziehbar schutzmask,0.0,0.0
1052036247,-1,2000116305030,2020-03-30 15:52:59.447,warum ö zentral Ressource sammeln verteilen ähnlich prw andeuten,0.0,0.0
1052037459,-1,2000116305030,2020-03-30 16:08:54.033,Supermarkt raus Seite stellen Maske Kinn unterziehen erschöpfen Chirurg 10stündigen herzop Hauswand lehnen Milchschnitte essen,-0.0006399999999999999,-0.0006399999999999999
1052037837,-1,2000116305030,2020-03-30 16:13:57.023,1 kommen Schaft Gesundheitssystem überlassen trotzdem Maßnahme erst zurückfahren gewiß grad Immunisierung Bevölkerung erreichen,0.0005714285714285715,0.0005714285714285715
1052038698,-1,2000116305030,2020-03-30 16:24:15.533,stecken Leute,0.0,0.0
1052039041,-1,2000116305030,2020-03-30 16:28:28.027,zuvor infizieren Person Meldung erfolgen App Restaurant danach desinfizieren sicher Singapore gehen Leute Restaurant,0.0,0.0
1052039313,-1,2000116305030,2020-03-30 16:32:17.443,here we go again Zzzzzip,0.0,0.0
1052039427,-1,2000116305030,2020-03-30 16:34:04.047,na -- Video Clemens Schreiner gestern kommen ma nächster aufn Bildschirm heben i brauchen,0.0317,0.0317
1052039928,-1,2000116305030,2020-03-30 16:40:53.210,gefladeren aha home_office erlauben,0.0016,0.0016
1052040306,-1,2000116305030,2020-03-30 16:46:20.267,Lieferung warten durchdringen können Maske sinnvoll anerkennen,0.001142857142857143,0.001142857142857143
1052040314,-1,2000116305030,2020-03-30 16:46:33.250,Geht spazieren manchmal lösen einfach glauben gut --,0.001,0.001
1052040376,-1,2000116305030,2020-03-30 16:47:18.357,klar Maske helfen sobald geben zufrieden,0.12433333333333334,0.12433333333333334
1052040437,-1,2000116305030,2020-03-30 16:48:04.707,Kunstwerk stehlen kriegen beenden Natur erholen alt schweden,-0.21384999999999998,-0.21384999999999998
1052040630,-1,2000116305030,2020-03-30 16:50:29.363,endlich Einbrecher Kurzarbeit beantragen überall andauernd wer daheim Überfall umsatteln Vermummungsverbot adé,-0.00039999999999999996,-0.00039999999999999996
1052041790,-1,2000116305030,2020-03-30 17:09:45.747,gerne Seite Rhein spazieren gehen gewöhnlich gehen leider Schweizer Gebiet liegen what halt viele,0.0,0.0
1052042765,-1,2000116325081,2020-03-30 17:23:18.503,schlecht Job Regierung Schweden machen gut leben Ende Epidemie sehen glauben ärzte virologen unser Regierung Seite stehen medizinisch brauchen international verstecken Schweden,-0.01941818181818182,-0.01941818181818182
1052043064,-1,2000116305030,2020-03-30 17:27:29.027,verstoßen Maskenpflicht Vermummungsverbot,-0.23473333333333335,-0.23473333333333335
1052043143,-1,2000116305030,2020-03-30 17:28:45.540,ok ok mechen Weltuntergang,0.0,0.0
1052043775,-1,2000116305030,2020-03-30 17:38:07.337,hoffentlich verhungern tatsächlich tauben aggressiv,0.0,0.0
1052043872,-1,2000116305030,2020-03-30 17:39:43.947,entfernen Cousine ja werden vorsätzlich infizieren,0.0,0.0
1052044381,-1,2000116305030,2020-03-30 17:47:29.207,Trost Gnade schon Recht deutlich Name Spitalsschiff,0.02245714285714286,0.02245714285714286
1052044513,-1,2000116305030,2020-03-30 17:49:44.477,helfen Bundeskanzler schauen wünschen sein zweiter Reihe bleiben Politik sehen prestig einbringen Wohlstand solcher Situation all Verantwortung konfrontieren wohl schrecklich Überraschung,0.035828571428571425,0.035828571428571425
1052044661,-1,2000116305030,2020-03-30 17:51:52.400,anzeig wegen Vermummungsverbot fertig,0.0,0.0
1052045014,-1,2000116305030,2020-03-30 17:56:30.677,ähm 19592020 -- 69 spannend,0.0,0.0
1052045128,-1,2000116305030,2020-03-30 17:58:02.783,mal Landeskrankenhaus arbeiten erschreckend wundern,0.0,0.0
1052045620,-1,2000116305030,2020-03-30 18:05:32.477,167 sein van gogh eindeutig Risikogruppe infektionsrat Amsterdam groningen unterschiedlich selber Nacht werden Hauswand ebenfalls sperrten 1bg 19 ruinieren wenig Coronabezug,0.0,0.0
1052046824,-1,2000116305030,2020-03-30 18:24:27.147,Zita verwanden,0.0,0.0
1052048457,-1,2000116305030,2020-03-30 18:50:36.657,regieren zeigen dämlich Mensch leider zuhause letzter Woche Menge Pärchen Supermarkt seelenruhig diskutieren heute kochen Rücksicht unnötig Platz verstellen Familie müssen natürlich immer zusammen einkaufen gehen alleine einkaufen,0.016207142857142857,0.016207142857142857
1052049687,-1,2000116305030,2020-03-30 19:08:55.497,England baby corona sterben,0.0,0.0
1052050293,-1,2000116305030,2020-03-30 19:19:06.070,Steampunk Technologies,0.0,0.0
1052050557,-1,2000116325081,2020-03-30 19:23:18.203,Recht still eigentlich bezüglich Modellrechnunge Prognose Verlauf bzw peakn existenziell Auswirkung Nebenwirkung,0.0006666666666666666,0.0006666666666666666
1052050714,-1,2000116305030,2020-03-30 19:25:54.017,dürfen Maske politically incorrect aufdrucken tragen joints totenköpfen etc,0.0,0.0
1052050812,-1,2000116305030,2020-03-30 19:27:24.643,tote hinken neuinfektionen gut zwei_Woche hinterher Zeit weitergehen,0.0,0.0
1052051532,-1,2000116305030,2020-03-30 19:40:03.720,Tarek leitn -- Masked Singer,0.0,0.0
1052052023,-1,2000116305030,2020-03-30 19:48:41.253,nehamm Choleriker unrecht,0.0,0.0
1052052901,-1,2000116305030,2020-03-30 20:03:49.450,bisher komplett witz Polizist groß Gruppe Maske patrouillieren Wunder 110 Polizist schon Coronavirus,0.0057,0.0057
1052052937,-1,2000116305030,2020-03-30 20:04:31.973,wenigstens zuverlässig warten Toyota,0.0,0.0
1052053570,-1,2000116305030,2020-03-30 20:16:14.190,betriebsräte gelten Mandatsschutzklausel kurz sagen meister entlassungsgründ irrelevant setzen Betriebsrat Arbeitnehmer einsetzen vorstellen Gericht halten,0.0,0.0
1052054185,-1,2000116305030,2020-03-30 20:27:08.927,einer -- klar haben nix neu erfahren,0.0,0.0
1052054509,-1,2000116305030,2020-03-30 20:31:56.480,morgen gibts Hamsterkäufe Mittwoch gibts Maske woher Basti beschreiben Zweifel gefladeren wenigstens Grund,-0.0003692307692307692,-0.0003692307692307692
1052054658,-1,2000116305030,2020-03-30 20:34:01.890,stecken greifen Gesicht wer bitte geschäften Maske verteilen,0.0,0.0
1052055142,-1,2000116305030,2020-03-30 20:40:25.550,geh baden -- blöde,0.0,0.0
1052055782,-1,2000116305030,2020-03-30 20:48:55.193,habben ihrs gehören Tirol richtig machen,0.0,0.0
1052056626,-1,2000116305030,2020-03-30 20:59:52.743,Wirtschaft Wirtschaft Wirtschaft Mensch egal sperren Geschäft Herr k Wien,0.0,0.0
1052057478,-1,2000116305030,2020-03-30 21:11:24.613,Umwelt bedanken,0.0,0.0
1052057601,-1,2000116305030,2020-03-30 21:13:04.667,glauben ibizagate Highlight Jahr,0.001,0.001
1052057619,-1,2000116305030,2020-03-30 21:13:16.353,Notfall Unterhose Gesicht Ernst außer String Tanga,-0.013371428571428572,-0.013371428571428572
1052058357,-1,2000116305030,2020-03-30 21:24:03.863,philippa strachen ließen Tier Wald verlassen,0.0,0.0
1052060667,-1,2000116305030,2020-03-30 22:07:50.143,aha,0.0,0.0
1052060966,-1,2000116305030,2020-03-30 22:12:53.620,Hahahahaha nah frisch Kirchberg Walde,0.0,0.0
1052061203,-1,2000116305030,2020-03-30 22:17:04.437,danken Kogler verstehen r0 heißen stecken weniger,0.08191428571428572,0.08191428571428572
1052061711,-1,2000116305030,2020-03-30 22:24:59.730,Maskenpflicht Wohnung verlassen sein sinnvoll,0.0,0.0
1052062064,-1,2000116305030,2020-03-30 22:30:50.820,groß Herausforderung Herr platt,-0.0024,-0.0024
