ID_Posting	ID_Posting_Parent	ID_GodotObject	ID_CommunityIdentity	id_posting_status	Headline	Comment	createdAt	VoteNegative	VotePositive
1054708255		2000117694963	83271	1		Ich habe letztens meine DVDs alle ausgemistet und dabei bemerkt wie sehr wir uns in Europa aus ganzen Wirtschaftszweigen verabschiedet haben. Vor 15 Jahren hat man einen Film auf DVD gekauft. Der Film kam in den meisten Fällen zwar aus den USA, aber die DVD wurde bei Sony in Salzburg hergestellt, das Booklet bei einer Druckerei im deutschsprachigen Raum gedruckt, vertrieben durch Koch Media und schlussendlich gekauft bei Libro. Heute schauen wir uns amerikanische Filme im amerikanischen Netflix an. Kein Cent davon bleibt in Europa.	2020-05-26 08:19:02.300	False	True
1051800868	1051799603	2000116189812	61486	1	Ihren letzten Satz unterschreibe ich gerne	nur: Was wenn Arbeitslosigkeit und Armut durch die Schließung der halben Wirtschaft massiv ansteigen, was zu den Armuts-Folge-Erkrankungen und insbes. einer massiven Ausbreitung von Depressionen mit den den folgenden Opfer dieser Erkrankung führt.

lg
Dimple, es ist nicht so einfach	2020-03-26 16:20:45.597	False	True
1054694165	1054694109	2000117671399	552174	1		24,9 Millionen Einwohner sollte man dazu erwähnen. Da die App nämlich kaum Sinn macht wenn wenigstens 70% sie installiert haben.	2020-05-25 19:45:02.160	False	True
1054695913		2000117671399	309150	1		Lustig wäre gewesen, wenn der Sprit nicht gereicht hätte 

Aber ehrlich, warum wurde der Flug überhaupt freigegeben?	2020-05-25 20:29:20.743	False	True
1054714834	1054714781	2000117694963	173339	1		Huhuuuu!
*winkt liab*	2020-05-26 10:37:11.047	False	True
1054731884	1054731733	2000117694963	524535	1		Bei meiner wars vor gut einem Jahr soweit, immerhin 19. Aber der Abschied ist immer furchtbar. Seit dem fürchte ich bei meinen Buben(gadsen) jeden Tag, ob sie eh wieder heimkommen.	2020-05-26 16:57:52.523	False	True
1054854932	1054854877	2000117773115	729749	1		Kleines Software-Update auf Version Bot 1.4	2020-05-29 11:11:11.003	False	True
1054866825	1054864985	2000117773115	26971	1	ich fürchte die glauben selbst bei 0.00000000001% Infizierten...	dass morgen die 2. Welle ausbricht...	2020-05-29 15:16:14.013	True	False
1054869540		2000117773115	566404	1	Österreicher müssen draußen bleiben - erste Risse in den "geizigen dummen Vier"	Dänemark öffnet seine in der Corona-Krise geschlossenen Grenzen ab dem 15. Juni wieder für Touristen aus Deutschland, Norwegen und Island. Das gab Ministerpräsidentin Mette Frederiksen bekannt. Reisende müssten ein Hotel außerhalb Kopenhagens für mindestens sechs Nächte buchen. Die Grenzen zu den anderen EU-Staaten, den übrigen Mitgliedern des Schengen-Raums und Großbritannien sollten erst nach dem Sommer geöffnet werden. Ihr Land sei zudem in Gesprächen mit Schweden, was die Reisefreiheit angehe.

Frederiksen hatte bereits angekündigt, dass die Regierung spätestens am 29. Mai einen Plan "für eine kontrollierte und schrittweise Wiedereröffnung des Sommertourismus" präsentieren wolle.	2020-05-29 16:21:45.697	False	True
1054871156	1054871101	2000117773115	64227	1		Is ja nicht wie im Hollywoodkino, wo ein paar tapfere Wissenschafter in einem Behelfslabor in der Arktis mit ein paar Eprouvetten und einem Mikroskop Baujahr 1950 in 3 Tagen einen Impfstoff zusammenpanschen ...	2020-05-29 17:06:33.187	False	True
1054885369	1054885348	2000117773115	21273	1		Das wird mir ein wengerl zu lang sein, alte Nachteule ;)	2020-05-29 23:15:35.887	False	True
1051784424	1051784054	2000116189812	632068	1		Wieder einer, der nicht kapiert, dass Arbeit keine Gängelei ist, sondern notwendig für Versorgung und Wohlstand.	2020-03-26 12:08:22.187	False	True
1051791100	1051788885	2000116189812	671943	1		Masken bringen nichts - weil wir es verpasst haben welche zu besorgen.	2020-03-26 13:44:49.920	False	True
1051798417	1051797496	2000116189812	632025	1		Ebensowenig Arbeitsaufnahme nein, Freizeitkontakte ja.	2020-03-26 15:38:37.590	False	True
1054670685		2000117671399	733564	1	an mir kanns nicht liegen. ich wohn an einer hauptstraße im zinshaus für überteuerte hohe mieten und schau auf eine garage.		2020-05-25 10:47:49.133	False	True
1054684151	1054684115	2000117671399	94989	1		wer glaubt, dass ein finanzminister sich um die finanzen kümmert, der glaubt auch, dass ein zitronenfalter zitronen faltet.	2020-05-25 15:28:57.000	False	True
1054688499	1054688444	2000117671399	633790	1		na servas	2020-05-25 17:19:04.143	False	True
1054692575	1054692555	2000117671399	72141	1		Helipilot in Kurzarbeit.	2020-05-25 19:05:30.390	False	True
1054706410		2000117694963	566097	1		bald werden sie die corona positiven suchen gehen. so wie bei der schweinegrippe.	2020-05-26 07:23:50.230	False	True
1054717557	1054717468	2000117694963	729749	1		Wie bei Fielmann-Angestellten, Null-Dioptrie-Brillen.	2020-05-26 11:33:36.670	False	True
1054721132		2000117694963	192978	1		Austria in a nutshell

Ermittlungen gegen Bundesheer-Offizier
Die Staatsanwaltschaft Ried hat das Amt für Verfassungsschutz und Terrorismusbekämpfung mit Ermittlungen gegen einen Bundesheer-Oberleutnant beauftragt, der die Bevölkerung als neuen Feind bezeichnet haben soll.

Online seit heute, 11.37 Uhr
Auf Facebook teilen
Auf Twitter teilen
Per Mail verschicken
Rekruten hatten den Offizier, der an der Grenze in Braunau im Assistenzeinsatz war, angezeigt,  ...

https://ooe.orf.at/stories/3050365/	2020-05-26 12:57:05.550	False	True
1054857295	1054857281	2000117773115	694852	1		ich find das ganze Gelb noch schlimmer	2020-05-29 12:00:49.293	False	True
1054858024		2000117773115	3457	1		Jetzt amal endlich ein Frühstück und ein bissi Parlament, dann der letzte Online-Unterricht. Ich werds nicht vermissen! *stellt einen Gugelhupf zum Feiern hin*	2020-05-29 12:17:18.677	False	True
1054866316	1054866252	2000117773115	737744	1		und danach bitte in einem Bunker verkriechen!	2020-05-29 15:05:10.450	False	True
1054868810		2000117773115	675346	1	Maskenpflich und Supermärkte	Soll diese auch fallen? Dann wäre dies ein Schlag ins Gesicht für die Supermarktmitarbeiter. Ist das die Dankbarkeit der Bundesregierung?	2020-05-29 16:03:21.673	True	False
1054869048	1054868925	2000117773115	702945	1		Ich kann Ihnen zu jedem Thema eine Studie besorgen, die Ihr gewünschtes Ergebnis bringt.	2020-05-29 16:09:20.220	False	True
1054872746	1054872729	2000117773115	173339	1		Und Hefe!	2020-05-29 17:56:00.843	False	True
1054663148	1054663123	2000117671399	600689	1		Wo lebst leicht?	2020-05-25 07:12:11.973	False	True
1054674023	1054673989	2000117671399	651510	1		Spuckt er durch den Bildschirm?	2020-05-25 11:58:03.983	False	True
1054684397	1054684354	2000117671399	603668	1		Mir kommt eher vor, Blümel macht das mit einer gewissen Wurschtigkeit eben weil er keine Ahnung hat. Zahlen darfs eh der depperte Steuerzahler.	2020-05-25 15:35:19.590	False	True
1054717794	1054707665	2000117694963	26373	1		Ist aber keine Spezialität der USA.	2020-05-26 11:38:09.873	False	True
1054721756		2000117694963	697470	1		Denen einen ists zu viel Regulierung, denen anderen zu wenig.
Die einen meinen Hausverstand reicht, die anderen meinen, funktioniert nicht.

Regionale Entscheidungen machen vielleicht Sinn, verkomplizieren allerdings alles wieder.

Politiker möcht ich aktuell echt nicht sein.	2020-05-26 13:10:28.330	False	True
1054729161	1054729133	2000117694963	130437	1		Ja, so geht Matzenetter!	2020-05-26 15:50:21.700	False	True
1054744375	1054744349	2000117694963	640583	1		Was' los Chef?	2020-05-26 22:24:46.440	False	True
1054746492	1054746471	2000117694963	26392	1		aber GANZ SICHER NED klick ich da drauf	2020-05-26 23:37:56.377	False	True
1054747959		2000117694963	536733	1		diese "st. louis pool party" sieht nach einer richtig guten idee aus

https://youtu.be/OFl_KQGyyC4	2020-05-27 01:06:15.853	False	True
1054851840		2000117773115	639058	1		Jetzt aufeinmal ist die Kultur wichtig, aber halt nur auf Druck..	2020-05-29 10:10:42.550	False	True
1054860263		2000117773115	666430	1		Ich finde es spannend, dass die Müllabfuhr wieder einmal nicht gelistet ist. Liegt das am geringen Frauenanteil?	2020-05-29 13:11:55.003	True	False
1054865472		2000117773115	156466	1		Also ich bin kein Fan davon im Supermarkt wieder ohne Maskenpflicht unterwegs zu sein. Viele Leute sind unfähig selbstständig den Abstand einzuhalten.
Man muss aufpassen wie ein Haftlmacher..	2020-05-29 14:50:01.287	True	False
1054893169		2000117799374	691524	1		Im italienischen Inland?	2020-05-30 09:44:49.360	False	True
1054896507		2000117799374	499569	1		What's his name?

George Floyd	2020-05-30 11:11:37.433	False	True
1054899081	1054899037	2000117799374	654383	1		S Wetter is grindelig

Gestern so Schädlweh gehabt...	2020-05-30 12:19:45.647	False	True
1054904536	1054904483	2000117799374	553628	1		Sobald die Reisebeschränkungen und Quarantänedingens aufgehoben sind, hab ich das vor.	2020-05-30 15:09:41.020	False	True
1054986026	1054985978	2000117813455	580730	1		ja was fragst du auch so blöd?	2020-06-01 20:05:21.117	False	True
1054986404	1054986366	2000117813455	566404	1		Ich hatte das Glück, vor dem verhüllten Reichstag zu stehen.

Sehr beeindruckend.	2020-06-01 20:16:13.897	False	True
1055510983	1055510196	2000118058906	112629	1		Langsam wünsche ich mir einen Maulkorb für Sie - aber das wäre ja undemokratisch...	2020-06-15 01:01:48.513	False	True
1057759745	1057759720	2000119396183	734633	1		*Tröööröööö*	2020-08-17 19:37:37.207	False	True
1057761238		2000119396183	666294	1		Der Gurgler von Notre Dame	2020-08-17 20:18:53.150	False	True
1054664255	1054664190	2000117671399	27470	1		Jeder wie er möchte, den Buchdruck haben in den Anfangszeiten auch nicht alle gutgeheisen...	2020-05-25 07:59:51.927	False	True
1054714342		2000117694963	17982	1		warum schreit die so?	2020-05-26 10:27:30.187	False	True
1054728054		2000117694963	635076	1		so eine dreckschleuder	2020-05-26 15:24:55.860	False	True
1054733509	1054733468	2000117694963	82543	1		tvthek live	2020-05-26 17:40:35.483	False	True
1054739570	1054739515	2000117694963	677514	1		Ohhhh , da fühl ich mich so jungvind werd ganz übermütig..... dabei muss i doch morgen hackeln	2020-05-26 20:11:08.920	False	True
1054857163		2000117773115	653101	1	muss ich eigentlich auf der Bank auch Maske tragen?	fühlt sich gedanklich grad bissl nach Banküberfall an	2020-05-29 11:57:44.963	False	True
1054864085		2000117773115	635122	1		Wir betteln um Infizierte da unsere Intensivbetten leer stehen. Darum die Lockerungen und ab Juli gibt's wieder Grossveranstaltungen.;-)	2020-05-29 14:28:43.927	False	True
1054898106	1054898054	2000117799374	192986	1		Rechnete mit dem Jazzer. ^^

Freute mich über den Rapper.	2020-05-30 11:53:20.970	False	True
1054914664	1054914626	2000117799374	691524	1		Little Stella from the Tiki-Lounge.	2020-05-30 20:02:38.050	False	True
1054920119	1054920105	2000117799374	731500	1		wärts halt da geblieben!	2020-05-30 21:58:06.073	False	True
1054922842		2000117799374	633790	1		Gaaadse	2020-05-30 23:09:35.220	False	True
1054931995	1054931930	2000117805283	669992	1		Das glaube ich nicht. Aber ein Auto mit MB Kennzeichen ist über den Grenzübergang nach Österreich gefahren, dass ist meine Beobachtung.	2020-05-31 10:16:16.210	False	True
1054939400		2000117805283	574573	1		Wie gehts euch so?	2020-05-31 13:13:51.167	False	True
1054939892	1054939765	2000117805283	227257	1		so ist es brav	2020-05-31 13:26:18.517	False	True
1054945109		2000117805283	177227	1		offensichtlich hat sich der Gesalbte bei der Stöckl beim Frühstück schon wieder ausgezeichnet und schuld daran, dass die Hilfen so schleppend ausgezahlt werden, sind ... "Überraschung".. wie Antragsteller weil sie zu deppert sind das Formular auszufüllen
https://twitter.com/AndreasKollros/status/1267032891365695488

ich kann mir gut vorstellen wie der kleine Sebi schon seiner Volksshullehrerin auf die Nerven ging mit: "Aber die anderen haben, Frau Lehrer..."..-.	2020-05-31 15:45:40.873	True	False
1054986641	1054986615	2000117813455	653101	1	bin unsicher ob das ein komischer Witz ist	drum antworte ich mal direkt und ehrlich: ÖVP- und FPÖ-Politikerinnen, wie eigentlich alle Erzkonservativen, bringen meinen Penis zum davonlaufen.	2020-06-01 20:23:13.683	False	True
1054989979	1054989954	2000117813455	209296	1		you must be fun at parties.	2020-06-01 22:14:29.010	False	True
1057762345		2000119396183	218644	1	japanische gadsen <3		2020-08-17 20:46:01.287	False	True
1057865224	1057865093	2000119468985	671314	1		Sind Sie sicher, dass es Urlauber waren? Oder doch nicht Besucher der Großfamilie? Unsere Statistiken sind wie immer für nichts zu gebrauchen.	2020-08-20 14:35:53.627	True	False
1051803731	1051802610	2000116189812	174067	1		Österreich war Ihrer Meinung nach 2 Wochen zu spät dran?
Im Gegenteil, wir haben so früh mit Gegenmassnahmen begonnen wie kaum ein anderes Land, ausgenommen natürlich der Wahnsinn in Tirol...	2020-03-26 17:12:38.860	True	False
1054668076	1054668039	2000117671399	556997	1		Das Neschwammerl!	2020-05-25 09:46:00.250	False	True
1054681585	1054681321	2000117671399	590147	1		Hat sie aber nicht.	2020-05-25 14:30:40.033	True	False
1054702457		2000117671399	238047	1		Zur Abwechslung statt des Bibelquiz ein Biberquiz:
Was ist oder was bedeutet „Bibergeil“?	2020-05-25 23:39:42.393	False	True
1054714588		2000117694963	651510	1		Im Großen und Ganzen sicher nicht schlecht, dass weniger geflogen wird, kann man beibehalten finde ich. Außerdem könnte es gern verhältnismäßig teurer werden.	2020-05-26 10:32:40.017	False	True
1054717179	1054717163	2000117694963	734704	1		gadsenbaby	2020-05-26 11:26:02.540	False	True
1054725340	1054725294	2000117694963	566404	1	Das hilft den "richtigen" Firmeneigentümern, ihre Gewinne auf Steuerzahlerkosten zu maximieren		2020-05-26 14:23:44.587	False	True
1054859279		2000117773115	666430	1		Wie viele Menschen sterben in Russland an einem gewöhnlichen Tag?	2020-05-29 12:48:15.970	True	False
1054881038	1054880998	2000117773115	154719	1		Iss mehr	2020-05-29 21:19:13.147	False	True
1054887468		2000117773115	667010	1		bei mir sinds a weniger als 5 stunden jetzt :-))	2020-05-30 01:13:53.183	False	True
1054888215	1054888211	2000117773115	734998	1		Ja?	2020-05-30 04:11:13.900	False	True
1054895005		2000117799374	119438	1	Hab mir die "Empfehlung" gerade durchgelesen	Das alles wär bei mir schon Ende April/Anfang Mai möglich gewesen.Die räumlichen Verhältnisse der Klinik hätten vielesnoch erleichert. Trotzdem hat man mich und andere (viele davon nicht aus der Risikogruppe) in strenger Isolationshaft gehalten.	2020-05-30 10:30:20.277	False	True
1054900337	1054900259	2000117799374	114350	1		Genau mein Gedanke.
Kann ich die Gewürznelken wiederhaben, bitte?	2020-05-30 12:53:15.780	False	True
1054909859		2000117799374	651412	1	Ich krieg immer mehr das Gefühl, wir lesen da über unseren eigenen Untergang...		2020-05-30 17:47:39.740	False	True
1054933347		2000117805283	651412	1	Wiederschaun!	Ich geh mal ein bisschen arbeiten, hier läuft ja alles wieder ordnungsgemäß :)	2020-05-31 10:47:18.987	True	False
1054956828	1054956746	2000117805283	509185	1		nicht mehr da die sonne schon untergegangen ist	2020-05-31 21:24:51.827	False	True
1054986887	1054986569	2000117813455	184712	1		Denk mal ganz fest an die Stenzl	2020-06-01 20:31:03.753	False	True
1057779281		2000119396183	729530	1		Note to self: Wenn der Highlight des Arbeitstages darin besteht, dass dir jemand einen unnötigen Videocall absagt, brauchst definitiv an neuen Job. Gärtnern oder sowas..	2020-08-18 10:40:48.597	False	True
1057851618	1057851083	2000119468985	575739	1		Ich konkretisiere mal warum ich das für einen Schmarrn halte.

Können es 300.000 sein? Theoretisch ja. Was mich stört sind Experten die einfach ein paar singuläre Zahlen in den Raum werfen und so tun als wär das die "Wahrheit". Ich kann nicht einfach sagen die Sterblichkeit ist 0,25%.

Wenn ich sage nach neuesten Erkenntnissen bewegt sie sich je nach Bedingungen im Rahmen von - bis, dann ist das in Ordnung. Ich muss als Experte aber auch kurz ausführen können worauf sich meine Erkenntnisse beziehen.

Wenn ich dann aber solche Aussagen machen wie oben von mir gepostet...und dann Aussagen treffe wie gestern, die dem eindeutig widersprechen (Faktor 1:10 in der Sterblichkeit) dann tu ich mir schwer das ernst zu nehmen.	2020-08-20 08:59:35.620	False	True
1051787270	1051786593	2000116189812	535549	1		Huhu, das wird dann wieder eine lustige Diskussion...	2020-03-26 12:48:33.360	False	True
1051791961	1051791475	2000116189812	578420	1		Ich glaub die Verklinkung soll eine Zusammenfassung der eigentlichen Studie sein. Aber Sie haben Recht jegliche Beweisführung fehlt in der Zusammenfassung.	2020-03-26 13:57:59.313	False	True
1054698873	1054698709	2000117671399	214794	1	lassne Sie	das "beinahe" weg.	2020-05-25 21:53:16.527	False	True
1054712225	1054712148	2000117694963	53014	1		HändInnen bitte. So viel Zeit muss sein.	2020-05-26 09:45:40.373	False	True
1054716916		2000117694963	634646	1		schoolfox ist nicht zu gebrauchen, so schaut's aus. Aber dafür bekommen sie Förderung.	2020-05-26 11:20:54.180	False	True
1054729556		2000117694963	64227	1	Steuerstundungen - Das Geld muss bis Ende 2020 zurückgezahlt werden.		2020-05-26 15:59:28.960	False	True
1054732894	1054732859	2000117694963	702615	1		*reicht sektglas*	2020-05-26 17:23:46.250	False	True
1054733755	1054733731	2000117694963	214341	1		Hätte, hätte, Infektionskette	2020-05-26 17:47:15.240	False	True
1054737585		2000117694963	102229	1	ich hoff die gewerkschaft unterzeichnet den billigen kv der laudamotion nicht...		2020-05-26 19:24:29.050	False	True
1054742908	1054742848	2000117694963	569250	1		Wahrscheinlich sind das Energieringe.

Von der Esoterikerin Schramböck.	2020-05-26 21:41:25.540	False	True
1054857409	1054857307	2000117773115	214794	1	Han	Solo ist tot.	2020-05-29 12:03:23.570	False	True
1054863839	1054863798	2000117773115	505430	1		Naja doch, der Mann am Mikrofon war schwarz und hatte eine Maske auf.	2020-05-29 14:25:53.963	False	True
1054868530	1054863945	2000117721713	553628	1		Echt, so zugenommen?
Ich selbst: Stabil auf immer schon hohem Niveau, eher sogar weniger, weil nur gutes Selbstgekochtes statt Junkfood.	2020-05-29 15:56:43.257	False	True
1054876593		2000117773115	568775	1		Ich versteh nicht, warum ein "künstler", also selbstständiger nicht einfach um mindestsicherung ansuchen kann? Und wenn er eh hohe reserven hat, kann er diese ja mal verbrauchen...	2020-05-29 19:34:41.700	True	False
1054891430		2000117799374	227257	1		Offtopic:  mal was anderes als aus dem Skandalbundesland Tirol

"Laut Rechnungshof wurden der KA Finanz bisher 5,3 Milliarden Euro an Kapitalunterstützungen zur Verfügung gestellt und damit fast so viel wie der Heta, die bisher auf 5,6 Milliarden Euro kam. Weitere 1,3 Milliarden sind an die Immigon gegangen" 

Und jetzt kommt erst Ibiza, nach dem genialen BVT Ausschuss (Tagespresse pur)	2020-05-30 08:55:12.770	False	True
1054901927		2000117799374	730043	1		Man könnte meinen die wollen die Infektionszahlen vor den Ferien noch schnell rauffahren damit ja alle in Österreich Urlaub machen ...	2020-05-30 13:43:53.140	False	True
1054904782	1054904726	2000117799374	524248	1		Ticker ist bald weg. Wie die Masken.	2020-05-30 15:16:52.090	False	True
1054959208	1054959117	2000117805283	227257	1		hoffentlich alles gut	2020-05-31 22:48:59.507	False	True
1058097714	1058095002	2000119585762	741745	1		Dann war das hier wohl die Ausnahme. Moment mal, Sie haben recht, zwei oder drei auf diesem Bild haben ja tatsächlich eine Maske auf???

https://futter.kleinezeitung.at/black-lives-matter-graz-kundgebung/	2020-08-26 13:34:10.843	False	True
1058220164	1058219568	2000119663284	715413	1		Der Hacker versaut unseren Schnitt	2020-08-29 18:38:32.060	True	False
1058439030	1058438947	2000119783957	534549	1		nach Graz, Linz oder Bezirk Kufstein darfst	2020-09-04 09:28:54.090	False	True
1058441261	1058440925	2000119783957	537553	1		Da hat sich Anschober durchgesetzt. Kurz wollte klare verankerte Linien. Aber nach dem er kein Weisungsrecht auf das Gesundheitsministerium hat, kam es zu der Lösung: "Wasch' Dich ordentlich, aber mach mich nicht nass." Bitte beim Gesundheitsminister beschweren. Man könnte Bauchsagen, Anschober ist ein Weich-Ei - oder die etwas schärfere Version: Anschober traut sich keine Verordnungen mehr rausgeben. Nach den bisherigen Erfahrungen, die er mit seinen Verordnungen machte.	2020-09-04 09:59:16.140	False	True
1058449439	1058446976	2000119783957	558827	1		Was genau ist eine "Betriebsstätte"?	2020-09-04 12:25:34.850	False	True
1058495064	1058493464	2000119808671	499434	1		In Wien wird sehr viel mehr getestet, als anderswo. Daher gibt's auch mehr Fälle, die aufgedeckt werden.	2020-09-05 19:42:33.553	False	True
1058501485		2000119808671	655825	1		Jetzt hat sich der in Linz beruhigt und zeigt wieder normale Tendenzen - da fängt nun der Hacker an.
Ich glaub ich bin in einem Kasperltheater gelandet!	2020-09-05 23:56:36.893	False	True
1058627265	1058626131	2000119873961	731839	1		Alles Okay bei Ihnen? Wenn Sie weiter unten lesen, werden Sie sehen das ich kein Impfgegner bin und auch nicht daran glaube, dass wir gechiped werden....
Sondern nur das, dass alles in so weit beschleunigt wird um wieder mal Profit zu ergattern auf Kosten derer die sich fürchten und sofort bereit wären, sich so einen Impfstoff verabreichen zu lassen.	2020-09-09 10:05:37.707	False	True
1058636795	1058636590	2000119873961	133945	1		na dann lass dich doch als erster impfen 

und zwar mit ner fetten prise HUMOR	2020-09-09 13:09:13.240	True	False
1058719630		2000119926812	570748	1		i scheixx mi o der hacker is mei held XD	2020-09-11 09:49:47.467	False	True
1058724224	1058724194	2000119926812	559659	1		ich überleg ob ichs einleg nebenbei, cover ist schön	2020-09-11 11:01:29.407	False	True
1058731638		2000119926812	219933	1	nicht auf die Farbe der Ampel versteifen ... WOIS wuits ihr eigentlich do draußn????	mit wöchn Finger in Hintern ??

zerst : super Ampel ... wird alles steuern 
dann : nicht auf die Ampelfarben versteifen 

Ihr hobts nimmer olle !	2020-09-11 12:36:58.357	False	True
1057783225	1057783160	2000119396183	694852	1		ich hab ja nicht den Ticker gewechselt sondern nur Beitrag (alias WG-Zimmer)	2020-08-18 12:09:06.127	False	True
1057897269	1057896920	2000119492368	503286	1	steht dir frei eine maske zu tragen, panik zu schieben und hyszerisch zu sein...	.
.
.
go for it.	2020-08-21 13:41:23.750	False	True
1057907898	1057907669	2000119492368	65938	4			2020-08-21 19:53:26.267	False	True
1058052835	1058051996	2000119561802	702945	1		Die Berechnungen vom Popper wahrscheinlich - und die sind in etwas so zuverlässig wie die Wettervorhersagen von vor 50 Jahren.

Vergessen Sie die Modelle. Diese sind nur etwas wert, wenn man sehr zuverlässige Ausgangsbedingungen hat wie etwas physikalische Prozesse und wenn man sie an der Realität überprüfen kann.

Beides ist nicht gewährleistet.	2020-08-25 10:25:50.117	True	False
1058068181		2000119561802	119560	1		Mein persönlicher Kleincluster passt komplett in einen Kleinlaster.
;-)	2020-08-25 17:21:17.107	True	False
1058094138	1058093315	2000119585762	561090	1		Wir sind immer noch in einer Pandemie, für die entsprechende Hygieneschutzregeln gelten. Da diese Menschen genau dagegen demonstrieren wollen ist davon auszugehen, dass sie diese, wie bereits in der Vergangenheit, nicht einhalten werden. 
Somit wiegt das Recht auf Gesundheit der Allgemeinheit meiner Meinung nach wesentlich schwerer als das Versammlungsrecht und ich halte ein Verbot für absolut gerechtfertigt.	2020-08-26 12:07:00.413	True	False
1058201489		2000119663284	40015	1		Zum mutierten Virus: Beim Zotter gekaufte "Tequila" - Schokolade hat noch gleich dort im Geschäft wirklich nach Tequila geschmeckt. Nur 30 Stunden später nicht mehr. Wer versteht und was sagt uns das?	2020-08-29 09:33:55.270	True	False
1058434717		2000119783957	533159	1		Und dann liest man immer wieder von Covidioten welche stolz verkünden die Pandemie sei vorbei.	2020-09-04 07:54:26.530	False	True
1058435938	1058435902	2000119783957	640591	1		HP?
Halb Pension? haha	2020-09-04 08:26:41.413	False	True
1058437923	1058437538	2000119783957	328852	1		es empfiehlt sich, die Vorschriften einzuhalten..	2020-09-04 09:08:13.173	False	True
1058439645		2000119783957	553628	1		Die JournalistInnen sollten einfach aufstehen und gehen, wenn de Angekündigten eh net kommen.	2020-09-04 09:39:01.860	False	True
1058609565	1058609520	2000119783957	565037	1		Flocki kommt und geht ziemlich oft, also ist die Chance groß, dass sich das überlappt	2020-09-08 18:58:33.740	False	True
1058610057	1058609947	2000119783957	676367	1		Hi du!	2020-09-08 19:14:27.520	False	True
1058649778		2000119873961	671314	1		Bitte bringt wieder Mal was über Schweden...dort sinken die Zahlen jeden Tag weiter. Im Gegensatz zu uns.	2020-09-09 18:22:33.580	True	False
1058750313	1058750178	2000119926812	653101	1		juhu!! *feiert deinen Nichtgeburtstag*	2020-09-11 19:48:14.310	False	True
1054953393	1054953374	2000117805283	102165	1		4 Minuten - ist nicht weit zum Filmstudio	2020-05-31 19:26:21.413	False	True
1054970329	1054970208	2000117813455	527835	1	Shit :(	wieso nur.... wieder unschuldige. 

Zum kotzen.. Echt. 

Demonstriert friedlich.. 

Immer muss es Idioten geben..
Plündern, Steine werfen, Auto anzünden, usw.

Echt unnötig	2020-06-01 11:15:30.993	False	True
1054977980	1054977862	2000117813455	731821	1		Welche Gastroenterologie?	2020-06-01 15:30:14.410	False	True
1055513345		2000118058906	37789	1		Nur ein Gedanke:

Wer mit einer Chirurgenmaske das Gefühl hat nicht ausreichend Luft zu bekommen, sollte sich fragen, ob er möglicherweise selbst zur Risikogruppe gehört.	2020-06-15 07:55:31.630	True	False
